LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,LCtype,IndicatorType,ChiType,BE_score,period_vs_amp
11007728,0.579997,0.579984,0.579991,0.999978,268,0.1644636002332981,1.4,1.1,0.1708428078899007,1.4,1.1,16.24,0.45,43,0.0444321259713644,2.1,1.4,0.0497029926182741,3.7,1.7,16.26,0.49,1.7241,1.7608,27.2591,0.1224,14.5087,1.0,1.0031,322.0612,0.1453,7.4062,0.04,2e-05,1,Z,,,
11296138,0.618447,0.618464,0.618456,1.000027,263,0.0930990116413891,14.5,2.8,0.0969097706140202,16.1,2.8,14.71,0.49,65,0.0610892902393296,11.7,2.1,0.0778493545213209,15.3,2.5,14.67,0.43,1.617,1.6398,43.8116,0.0742,5.4876,1.6169,1.6662,20.2778,0.05,7.8075,0.06,3e-05,1,L,,,
11364592,0.318602,0.637115,0.477858,1.999721,331,0.187669338260747,0.8,0.8,1.2179466873680067,3.7,2.1,16.7,0.42,44,0.2079476489128522,24.1,3.8,0.2869534041665508,27.6,5.8,16.62,0.34,3.1387,3.1726,29.5247,0.048,17.1394,1.0463,1.0525,162.0746,0.0965,5.7337,0.08,0.66654,1,Z,,,
11366353,0.266815,0.266816,0.266816,1.000004,260,0.0759425829135548,20.5,2.6,0.0823631846296554,21.7,3.0,14.15,0.37,44,0.0255045394078822,1.1,1.0,0.0255045394078822,1.1,1.0,13.98,0.45,3.7479,3.7846,27.2814,0.0541,28.9419,1.0,1.0067,147.6015,0.1118,5.309,0.08,0.0,1,Z,,,
11382007,0.642531,0.642532,0.642532,1.000002,278,0.0948191735913325,0.8,0.8,0.0950428740394045,0.8,0.7,15.8,0.32,43,0.0459637055473027,0.9,1.0,0.0459637055473027,0.9,1.0,15.64,0.32,1.5563,1.5592,355.8719,0.1718,12.3746,0.7782,0.7878,103.1992,0.2134,8.7727,0.0,0.0,1,Z,,,
14229885,0.600104,0.600114,0.600109,1.000017,260,0.0267755609143822,2.5,1.2,0.0277102684437865,2.5,1.4,14.59,0.99,223,0.0223985871693142,2.7,1.4,0.022618108199742,3.9,1.4,14.66,0.79,1.6664,1.6796,75.815,0.133,7.4706,1.6663,1.676,104.1124,0.0123,12.7154,0.2,2e-05,1,L,,,
15075296,0.524657,0.524659,0.524658,1.000004,266,0.0610103505710876,1.0,0.8,0.0592139621678065,1.0,0.8,15.79,1.04,355,0.0284360050422223,2.9,1.6,0.0295421810970415,3.0,1.6,15.9,0.78,1.906,1.9229,59.0493,0.0851,6.2268,1.906,1.9102,236.1275,0.0063,9.5481,0.26,0.0,2,L,,,
16494763,0.441664,0.441659,0.441662,0.999989,252,0.1020324371461935,27.1,3.8,0.1001297622949282,27.6,3.7,14.48,0.75,150,0.0990440438261926,17.8,3.2,0.1031929099605446,18.2,3.3,14.62,0.53,2.2642,2.3164,19.1333,0.0948,4.6787,2.2642,2.2782,71.1744,0.0056,9.0784,0.22,1e-05,1,,Z,10.0,amp
16846842,0.607479,0.607475,0.607477,0.999993,402,0.0870071168903232,1.5,0.7,0.086735059703396,1.5,0.7,16.2,0.49,50,0.0321516575064725,1.5,0.8,0.0320486759231145,1.5,0.8,16.27,0.39,1.6461,1.649,349.6503,0.0682,13.8019,1.6462,1.6506,224.7191,0.0908,8.7036,0.1,1e-05,2,Z,,,
17082055,1.146783,1.146792,1.146788,1.000008,530,0.0680740269606789,1.5,1.1,0.0682802676413867,1.5,1.1,15.94,0.89,41,0.01713301272065,0.8,0.8,0.0184592810159784,0.7,0.8,16.02,0.62,0.872,0.9058,29.5508,0.1791,5.97,0.872,0.8765,222.4694,0.1057,5.4646,0.27,1e-05,2,Z,,,
17168875,0.626305,0.626306,0.626306,1.000002,589,0.0595224841185314,1.4,0.9,0.0589914220501716,1.3,0.9,15.97,0.93,50,0.0230820329285317,2.2,1.1,0.0230820329285317,2.2,1.1,16.06,0.75,1.5967,1.6593,15.9732,0.0303,11.421,1.5967,1.6065,101.9368,0.0678,7.822,0.18,0.0,1,Z,,,
17216032,0.585994,0.586,0.585997,1.00001,472,0.0791973689943489,5.3,1.4,0.080629729127634,5.4,1.4,15.45,0.61,49,0.0520989587462783,9.9,2.0,0.0509608944034612,9.8,1.9,15.48,0.46,1.7065,1.7093,355.2398,0.0408,15.6738,1.7066,1.7233,59.6481,0.0503,6.9341,0.15,1e-05,1,Z,,,
17266250,0.28381,0.283811,0.28381,1.000004,551,0.0566245130103826,17.2,2.3,0.0566245130103826,17.2,2.3,14.23,0.44,41,0.047279086628428,1.2,1.2,0.0457384051349213,1.2,1.2,14.27,0.34,3.5235,3.5574,29.5116,0.0277,30.7598,3.5235,3.5423,53.1067,0.0588,10.7775,0.1,0.0,1,Z,,,
17452152,0.538108,0.5381,0.538104,0.999985,549,0.0392470962132582,1.4,0.9,0.0416103791542282,2.4,0.9,15.61,0.96,45,0.0212304014462953,3.6,1.3,0.0244969160961087,7.1,1.4,15.68,0.75,1.8584,1.8922,29.5116,0.0869,13.2508,0.8557,0.8592,287.7698,0.1016,5.7041,0.21,1e-05,1,Z,,,
17547893,0.541471,0.541479,0.541475,1.000015,524,0.0475911156038424,2.1,1.1,0.0485998094083277,2.2,1.1,15.54,0.93,46,0.0201320568321276,2.3,1.1,0.0222086548562284,2.4,1.2,15.65,0.7,1.8468,1.9248,12.8312,0.0645,11.3975,0.9234,0.9498,37.9363,0.164,7.8704,0.23,1e-05,2,Z,,,
17555840,0.518813,0.518836,0.518824,1.000044,545,0.1903224508441411,3.5,1.5,0.1846352523164196,3.7,1.5,16.46,0.7,46,0.1149997043985601,22.6,4.0,0.1095788094473776,20.8,3.9,16.45,0.6,1.9275,1.9613,29.5902,0.039,11.4546,0.9273,0.9321,208.9864,0.1363,5.5432,0.1,4e-05,1,Z,,,
19448961,0.335895,1.013566,0.67473,3.017508,251,0.1784722535472613,1.3,1.1,0.5078849496899307,4.8,2.2,16.09,0.42,208,0.2507843242647699,6.0,2.6,1.0413398090731754,14.1,4.2,16.2,0.2,2.9771,3.0148,26.5358,0.0337,7.6349,0.9866,0.992,185.8736,0.047,9.4416,0.22,1.00436,1,,Z,8.0,period
21126144,0.547549,0.54755,0.547549,1.000002,574,0.0307212868137275,5.1,1.2,0.0307212868137275,5.1,1.2,14.75,0.86,46,0.0199959263108649,2.5,1.2,0.0201517555849451,2.4,1.2,14.8,0.68,1.8263,1.8603,29.4638,0.1136,14.3718,1.003,1.0108,128.4522,0.0748,5.6091,0.18,0.0,1,Z,,,
21200464,0.55507,0.555074,0.555072,1.000007,531,0.0279792845600406,3.6,1.3,0.0310502241725286,3.5,1.3,14.73,0.95,45,0.0175547364742627,2.1,1.2,0.0167998176479235,2.2,1.1,14.78,0.75,1.8016,1.8353,29.6077,0.0441,10.5936,0.6005,0.6172,60.1323,0.1553,6.0096,0.2,1e-05,1,Z,,,
21303309,0.675428,0.675434,0.675431,1.000009,450,0.0628824853275524,0.8,0.8,0.0625131838748899,0.9,0.8,15.74,0.44,41,0.0388066709995548,1.3,1.2,0.0377605065059573,1.2,1.1,15.69,0.34,1.4805,1.5144,29.5377,0.0788,11.1143,0.5013,0.5091,128.4522,0.6707,7.1952,0.1,1e-05,1,Z,,,
21397555,0.278619,0.27862,0.27862,1.000004,434,0.0956460324121172,1.6,1.1,0.0979189709158238,1.6,1.1,15.7,0.4,41,0.0337039486420743,0.7,0.7,0.0337039486420743,0.7,0.7,15.76,0.29,3.5891,3.623,29.5203,0.0313,26.4225,1.1964,1.2105,70.7464,0.0876,6.0639,0.11,0.0,1,Z,,,
21460667,0.534598,0.534601,0.5346,1.000006,441,0.0790458072300904,3.7,1.7,0.0853236226829257,4.1,1.7,15.52,0.86,43,0.0348942148663466,2.3,1.6,0.0370142309875618,2.3,1.7,15.62,0.6,1.8706,1.9044,29.5334,0.0519,12.4177,0.9353,0.9578,44.4543,0.2924,12.0856,0.26,1e-05,1,Z,,,
21474739,0.462885,0.462875,0.46288,0.999978,512,0.0307852873848289,11.1,1.8,0.0356511301965475,18.7,2.0,14.33,0.83,46,0.0296197653546356,3.0,1.7,0.0358154705715242,3.5,2.1,14.43,0.63,2.1604,2.2392,12.6855,0.0665,18.0862,1.4967,1.523,37.9219,0.073,7.2862,0.2,2e-05,1,Z,,,
21556651,0.614826,0.614808,0.614817,0.999971,572,0.1146129047081425,6.5,1.8,0.124689187753023,7.5,2.0,15.55,0.66,46,0.0816656231751111,19.1,3.1,0.0797864209218539,21.5,2.9,15.62,0.49,1.6265,1.663,27.3523,0.0608,14.3024,0.8133,0.8209,131.7523,0.116,8.1209,0.17,3e-05,1,Z,,,
21574229,0.531469,0.531472,0.53147,1.000006,373,0.0567249560728238,0.8,0.8,0.0570833594565999,0.9,0.8,16.19,1.01,46,0.0280021258555372,2.5,1.3,0.0221757831550724,2.6,1.0,16.29,0.77,1.8816,1.9422,16.5057,0.1155,13.7098,0.9408,0.9606,50.5306,0.1368,6.8868,0.24,1e-05,1,Z,,,
21874209,0.611295,0.611286,0.61129,0.999985,593,0.1208120227730747,17.9,2.5,0.1221338719033477,18.1,2.5,15.12,0.59,44,0.0565840792102136,9.3,3.2,0.0545508107654506,9.4,3.1,14.96,0.68,1.6359,1.6698,29.4985,0.0793,16.2134,0.818,0.8364,54.1565,0.1554,7.9206,0.09,1e-05,1,Z,,,
21945241,0.472332,0.472334,0.472333,1.000004,404,0.0721902270523341,1.1,0.9,0.0752575665338389,1.2,1.0,16.23,1.1,49,0.023825212674224,3.1,0.9,0.0249701795039639,3.4,0.9,16.44,0.85,2.1172,2.1544,26.8637,0.0569,10.4838,1.0586,1.0781,51.2821,0.1371,7.4161,0.25,0.0,1,Z,,,
21947560,0.480496,0.480497,0.480496,1.000002,322,0.0778603444944146,12.7,2.5,0.0778603444944146,12.7,2.5,14.89,0.76,60,0.0457259171211426,25.5,2.9,0.0478323793163095,25.0,3.0,14.83,0.77,2.0812,2.119,26.4306,0.0325,6.8567,1.0786,1.1179,25.4647,0.0583,5.8731,0.01,0.0,1,,Z,8.0,period
21948290,0.511127,0.511115,0.511121,0.999977,354,0.101148769220036,11.9,2.3,0.1119008178967836,14.5,2.2,15.39,0.76,57,0.063604733045984,12.5,2.5,0.0538162015523858,16.1,2.1,15.41,0.64,1.9565,1.9796,43.2339,0.0612,8.8706,0.6522,0.6631,91.617,0.0881,4.7054,0.12,2e-05,2,L,,,
21948919,0.584462,0.584462,0.584462,1.0,396,0.0626117179264296,4.7,1.8,0.0626117179264296,4.7,1.8,14.9,0.59,47,0.0355638560511535,3.8,1.6,0.0355638560511535,3.8,1.6,14.86,0.52,1.711,1.7138,357.7818,0.0661,14.2209,1.711,1.7154,225.9887,0.0599,6.7273,0.07,0.0,2,Z,,,
21966412,0.684606,0.684615,0.68461,1.000013,289,0.098184344134034,1.0,0.7,0.0970224549246482,1.0,0.7,15.97,0.35,60,0.0362945119912625,1.1,0.9,0.0362461259696481,1.1,0.8,15.86,0.3,1.4607,1.4887,35.6633,0.054,10.4036,1.4607,1.4822,46.3929,0.0347,6.5404,0.05,1e-05,1,L,,,
22034371,0.530768,0.530754,0.530761,0.999974,268,0.0648060291772126,3.5,1.3,0.0705993767654539,4.3,1.3,15.6,1.03,81,0.0279602286809958,2.2,1.1,0.0288660520737974,3.2,1.2,15.72,0.74,1.8841,1.9001,62.383,0.0866,8.1233,1.8841,1.9434,16.8577,0.0495,10.7271,0.29,3e-05,1,L,,,
22244513,0.604149,0.604077,0.604113,0.999881,330,0.1851508737953517,9.2,2.5,0.2266084663182625,16.4,3.0,15.54,0.45,56,0.1066381182689034,16.2,3.6,0.1311055618622231,19.0,4.1,15.47,0.42,1.6552,1.6951,25.0627,0.0391,8.1595,1.6553,1.6587,302.5719,0.0394,5.3408,0.03,0.00012,2,,Z,10.0,period
22571231,0.612483,0.612486,0.612484,1.000005,500,0.0570447476197028,1.2,1.0,0.0564461611874851,1.2,1.0,15.56,0.64,47,0.0336568906727095,1.3,1.1,0.0314808434925599,1.2,1.1,15.54,0.51,1.6327,1.6692,27.3673,0.0759,16.5295,0.6301,0.6516,46.6309,0.119,6.73,0.13,0.0,1,Z,,,
22639551,0.661227,0.661226,0.661226,0.999998,298,0.0479571347987086,4.9,2.0,0.0491003498117515,5.0,2.0,14.24,0.56,59,0.0262570300632064,1.8,1.0,0.0262570300632064,1.8,1.0,14.23,0.46,1.5123,1.5315,52.233,0.0721,9.345,1.5123,1.5341,45.9453,0.0535,8.2258,0.1,0.0,1,Z,,,
22828215,0.574536,0.574535,0.574536,0.999998,585,0.0415917265429262,12.5,1.5,0.0415917265429262,12.5,1.5,14.69,0.72,45,0.0316466845160696,5.9,1.4,0.0307197417490254,5.8,1.4,14.65,0.6,1.7405,1.7744,29.5377,0.0607,14.6199,1.7405,1.7454,207.0393,0.0586,7.0326,0.12,0.0,1,Z,,,
23032545,0.480424,0.480431,0.480428,1.000015,302,0.1064485931643865,20.2,3.0,0.1002190798390223,21.2,3.0,14.93,0.84,81,0.0751514636954446,26.5,3.5,0.0850299998141191,28.0,3.9,14.9,0.72,2.0815,2.1492,14.7656,0.0493,9.108,2.0814,2.0842,353.9823,0.0248,10.3708,0.12,1e-05,1,,Z,9.0,amp
23223856,0.586642,0.586647,0.586644,1.000009,266,0.0994184551914047,22.7,3.4,0.0961828069675881,22.3,3.4,14.87,0.64,59,0.0682330612807421,39.3,3.1,0.0672720759554367,41.1,3.0,14.92,0.55,1.7046,1.7113,149.5886,0.0452,6.9438,1.7044,1.7416,26.8745,0.0449,6.7494,0.09,1e-05,1,,Z,9.0,amp
23375937,0.950459,0.616816,0.783638,0.648966,309,0.331430172162322,4.7,2.0,0.5194216966563636,6.8,2.5,16.26,0.46,91,0.209937922447204,12.9,3.3,1.0213177515043432,31.3,6.9,16.27,0.28,1.0521,1.0521,0.0,0.1338,3.7869,1.6209,1.6378,59.1716,0.0138,5.8636,0.18,0.42576,1,,Z,8.0,period
23500879,0.354834,0.523422,0.439128,1.475118,455,0.2223301078297309,2.6,1.6,1.062449511180696,9.3,3.2,15.95,0.31,46,0.1232581067051118,10.2,2.9,0.3722095793515593,35.9,7.4,16.02,0.31,2.8182,2.8521,29.5552,0.022,16.8259,1.0009,1.0433,23.6211,0.062,3.6878,0.0,0.38392,1,,Z,6.0,period
23596342,0.602841,0.602846,0.602844,1.000008,286,0.1854622115000041,1.8,1.2,0.193693309177123,1.9,1.2,16.28,0.41,59,0.0672132083246108,3.5,1.7,0.0678472851851234,3.5,1.6,16.3,0.38,1.6588,1.6762,57.5209,0.0517,8.2285,1.6588,1.6632,225.7336,0.0439,6.4639,0.03,1e-05,1,L,,,
23604060,0.469075,0.469102,0.469088,1.000058,344,0.1175224803922424,22.4,3.6,0.1144192149093153,26.7,3.7,14.77,0.78,59,0.0944032026501384,61.0,6.4,0.0822587529974707,77.8,5.4,14.77,0.72,2.1319,2.2313,10.0528,0.0447,5.6299,2.1317,2.1974,15.2207,0.058,8.6861,0.06,6e-05,1,,Z,8.0,period
23624228,0.364453,0.364454,0.364454,1.000003,295,0.2169223197277907,23.2,3.8,0.2072889315808127,23.2,3.7,15.03,0.32,75,0.1700219066715441,23.2,4.8,0.1700219066715441,23.2,4.8,14.95,0.38,2.7438,2.8143,14.1854,0.0153,6.6595,0.9999,1.0373,26.7237,0.0602,5.3487,0.06,0.0,1,,Z,6.0,amp
23876082,0.589794,0.589802,0.589798,1.000014,476,0.0665177523417906,1.1,0.9,0.0701976779426149,1.1,1.0,15.87,0.67,51,0.0214338189052815,0.7,0.7,0.0239187943516531,0.7,0.8,15.88,0.51,1.6955,1.7294,29.5029,0.0518,14.2731,1.0025,1.0089,155.7632,0.0904,5.2904,0.16,1e-05,1,Z,,,
23968149,0.378463,0.609907,0.494185,1.611537,359,0.2367020702678021,9.2,2.5,0.8069985743279889,19.1,3.4,15.81,0.45,58,0.1784056942293012,20.2,4.3,0.4038708569390971,57.2,8.2,15.9,0.31,2.6423,2.6592,59.2066,0.0206,8.0442,1.6396,1.6425,349.6503,0.0783,10.1497,0.14,0.46833,1,,Z,13.0,period
24010683,0.588512,0.588509,0.58851,0.999995,569,0.0978621153477114,1.1,0.9,0.096835321208024,1.1,0.9,16.16,0.58,43,0.0301096781191813,1.0,0.9,0.0304489077918233,1.0,0.9,16.09,0.47,1.6992,1.733,29.5552,0.0703,15.6208,1.6992,1.7025,301.2048,0.0706,6.5798,0.11,1e-05,2,Z,,,
24020106,0.542397,0.542396,0.542396,0.999998,584,0.1750024933763817,16.0,2.9,0.1748653754648109,16.0,2.9,15.42,0.52,46,0.073843881119242,29.5,3.9,0.073843881119242,29.5,3.9,15.24,0.68,1.8437,1.8776,29.4855,0.0433,10.8738,2.8463,2.927,12.3946,0.0366,5.7922,0.16,0.0,2,,Z,10.0,amp
24050838,0.350489,0.350489,0.350489,1.0,252,0.2048553934031235,12.7,2.6,0.2048553934031235,12.7,2.6,15.39,0.49,84,0.1799378871369581,14.8,3.4,0.1799378871369581,14.8,3.4,15.45,0.31,2.8532,2.9209,14.7623,0.0233,6.8146,1.4266,1.4388,82.0008,0.0222,6.0103,0.18,0.0,1,,Z,10.0,amp
24192279,0.470259,1.358281,0.91427,2.888368,596,0.0371014261005872,5.1,1.6,0.7904985899227578,232.0,12.0,14.72,1.03,41,0.2759766727909464,275.6,15.1,0.2109725707088819,228.1,15.9,14.92,0.62,2.1265,2.1604,29.5203,0.0673,13.8718,2.1264,2.1874,16.419,0.0767,6.3149,0.41,0.97129,1,,Z,9.0,period
24257481,0.291239,0.291218,0.291228,0.999928,303,0.3161528142116903,43.1,5.7,0.4042946190424281,67.1,7.8,14.81,0.38,59,0.2521741173108857,22.7,5.2,0.2423883666568911,20.6,5.5,15.0,0.25,3.4336,3.4701,27.4048,0.018,10.5892,1.1446,1.1527,123.6858,0.058,8.0691,0.13,7e-05,2,Z,,,
24262890,0.60046,0.600462,0.600461,1.000003,329,0.082951741890492,1.0,0.8,0.077384611599324,1.0,0.8,16.25,0.61,65,0.0427311440136673,2.2,1.5,0.0429273606558558,2.2,1.5,16.23,0.5,1.6654,1.7019,27.3898,0.0576,13.9389,1.6654,1.6712,170.7942,0.0588,9.2616,0.11,0.0,1,Z,,,
